LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,FR0007056841,ETF,23:00:00 16.03.2018,202.9000,EUR
LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,FR0007056841,ETF,23:00:00 15.03.2018,201.8500,EUR
LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,FR0007056841,ETF,23:00:00 14.03.2018,200.4000,EUR
LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,FR0007056841,ETF,23:00:00 13.03.2018,202.4000,EUR
LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,FR0007056841,ETF,23:00:00 12.03.2018,203.9500,EUR
LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,FR0007056841,ETF,23:00:00 09.03.2018,205.3000,EUR
LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,FR0007056841,ETF,23:00:00 08.03.2018,200.9000,EUR
LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,FR0007056841,ETF,23:00:00 07.03.2018,198.5000,EUR
LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,FR0007056841,ETF,23:00:00 06.03.2018,200.2500,EUR
LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,FR0007056841,ETF,23:00:00 05.03.2018,200.9000,EUR
LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,FR0007056841,ETF,23:00:00 02.03.2018,198.4800,EUR
